Price,Close,High,Low,Open,Volume,Daily_Return,Log_Return,SMA_20,SMA_50,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2020-03-16,58.70231246948242,62.7909413516552,58.166692548418034,58.63929618574619,322423600,-0.12864695501544754,-0.13770805132194017,69.92035751342773,73.74753479003907,0.061638800963105055
2020-03-17,61.28345489501953,62.43466692909921,57.77891021775957,59.98682095947624,324056000,0.04397002974761799,0.04303078191009225,69.11886901855469,73.53490768432617,0.06290483180592625
2020-03-18,59.78322982788086,60.59029297407206,57.46867989664371,58.110939221051666,300233600,-0.024480099395646104,-0.0247847187125474,68.18638362884522,73.28081520080566,0.06272070446709554
2020-03-19,59.325172424316406,61.278603044823406,58.79924908019055,59.95773528488038,271857200,-0.007661971507448295,-0.00769147521212136,67.27122745513915,73.02437950134278,0.06272634233999298
2020-03-20,55.558876037597656,61.03381398975225,55.25834685495158,59.90683232843295,401693200,-0.06348563742521895,-0.0655904207769615,66.2556131362915,72.66940696716308,0.0637651006476696
2020-03-23,54.378578186035156,55.37953106884565,51.52841196651316,55.27773981437753,336752800,-0.021244091596881343,-0.021472995012720465,65.3611795425415,72.25968574523925,0.06329736480515016
2020-03-24,59.83414077758789,60.03045277933711,56.785236104652014,57.284499639505285,287531200,0.10032558359449273,0.09560612109528337,64.86191596984864,71.95569107055664,0.06783097754371331
2020-03-25,59.50453567504883,62.589793380046075,59.20885465151654,60.772083988563615,303602000,-0.0055086460381248425,-0.005523874580225556,64.29079189300538,71.61304328918457,0.06764474784541472
2020-03-26,62.63583755493164,62.6940018839561,59.70811342087556,59.74689210565115,252087200,0.0526229109152736,0.0512850597231557,64.10805168151856,71.35371856689453,0.06739169637189725
2020-03-27,60.04256057739258,62.01295447288908,59.87533077006206,61.25678876823437,204216800,-0.041402447524785724,-0.04228394548830891,63.797588157653806,71.04900840759278,0.068004204880928
2020-03-30,61.75605392456055,61.92813199578418,60.44487900563897,60.76964580920623,167976400,0.02853797923823298,0.02813835625285237,63.264393997192386,70.7597085571289,0.06466709619050179
2020-03-31,61.630035400390625,63.61739674195396,61.0750298122147,61.947531717359034,197002000,-0.0020405857589906873,-0.0020426705907787717,62.8398983001709,70.45101150512696,0.06438342913185788
2020-04-01,58.387229919433594,60.28007005140006,57.95582733588258,59.74202796213748,176218400,-0.05261729057738751,-0.05405213921569734,62.0906379699707,70.08790344238281,0.06407406257469239
2020-04-02,59.36152648925781,59.41484624870322,57.41536636391571,58.2490894772747,165934000,0.016686809276079906,0.016549114157649054,61.50909194946289,69.7388166809082,0.06408622894769701
2020-04-03,58.508419036865234,59.54814697291925,57.91705710849798,58.84530096187596,129880000,-0.014371386701906297,-0.014475655274756303,60.93202953338623,69.36526908874512,0.0640923682541131
2020-04-06,63.6125373840332,63.767644688716175,60.4400305164741,60.808416836837694,201820400,0.08723733150184665,0.08363992055543158,60.88719253540039,69.09825317382813,0.0650303367254573
2020-04-07,62.875762939453125,65.84953953078768,62.77154940088239,65.63140853862814,202887200,-0.011582220657731734,-0.011649817026359957,60.57321319580078,68.86176406860352,0.06289802857538855
2020-04-08,64.48503875732422,64.80010532216062,63.312011573340016,63.67797191329824,168895200,0.02559453345195606,0.025272477072516775,60.459788131713864,68.61519668579102,0.06273581792888432
2020-04-09,64.95037841796875,65.45449387759112,64.15301536095346,65.12246020269797,161834800,0.007216242241797177,0.007190329751610668,60.69924144744873,68.34577819824219,0.058258181700462236
2020-04-13,66.2251968383789,66.33426233514128,64.42687350884506,65.02793193786948,131022800,0.019627574949701465,0.019437438024362087,60.642043876647946,68.10412872314453,0.05186379523887296
2020-04-14,69.56976318359375,69.86059951388755,67.38851289521565,67.8611200828743,194994800,0.05050292796225553,0.04926902850727324,61.18541641235352,67.99881195068359,0.043131215231527416
2020-04-15,68.93479919433594,69.39528402750159,68.01382952800463,68.44280621954762,131154400,-0.009127010934077084,-0.009168917279710656,61.567983627319336,67.88490631103515,0.04252092147565883
2020-04-16,69.48252868652344,69.84849644250897,68.43068203167357,69.64975849579653,157125200,0.007945616707221825,0.007914216514389245,62.052948570251466,67.73267868041992,0.04188118226921987
2020-04-17,68.53975677490234,69.5455618535008,67.1001303953059,68.99782307580948,215250000,-0.013568474398427455,-0.013661367381596944,62.513677787780765,67.54902297973632,0.04202072071812358
2020-04-20,67.11708068847656,68.26829630867668,67.09769504818215,67.36429382895744,130015200,-0.0207569468199037,-0.020975400482195098,63.09158802032471,67.31873107910157,0.03918162152199575
2020-04-21,65.04248809814453,67.19465720203259,64.32994542466056,66.95956649144395,180991600,-0.03091005402873881,-0.03139784789945175,63.624783515930176,67.06832336425781,0.03964679566985185
2020-04-22,66.9159164428711,67.35216356380498,65.97070941666404,66.31243213683946,116862400,0.028803146981396077,0.028396133382033364,63.978872299194336,66.84801696777343,0.033845321937331564
2020-04-23,66.65660858154297,68.28527633787508,66.61782989731152,66.86019112654976,124814400,-0.0038751297914227933,-0.0038826575605543706,64.33647594451904,66.63192794799805,0.0338176801096682
2020-04-24,68.58094787597656,68.5906443947667,67.13405124110245,67.18252643877639,126161200,0.028869444986531212,0.028460573182045153,64.63373146057128,66.41753509521484,0.03249366217453471
2020-04-27,68.62943267822266,68.9614663795542,67.84902922262711,68.29739158061335,117087600,0.000706971888661867,0.0007067221017574677,65.0630750656128,66.21540603637695,0.030637321293053958
2020-04-28,67.5169906616211,69.27410964320943,67.42489960373554,69.0923387140796,112004800,-0.01620940131936366,-0.016342210795205456,65.35112190246582,65.99064056396485,0.030626634381683344
2020-04-29,69.7345962524414,70.2047776093199,68.80393005840862,69.00751259495229,137280800,0.03284514859281007,0.0323172743438754,65.75634994506837,65.83906799316406,0.031198238796992375
2020-04-30,71.2057113647461,71.3826376879092,69.88484737820362,70.27504532581419,183064000,0.02109591495990326,0.020876476944482917,66.39727401733398,65.69452346801758,0.028020228984666787
2020-05-01,70.0593490600586,72.46599383609758,69.27894575366496,69.37588874776901,240616800,-0.016099302748558197,-0.016230304449786365,66.93216514587402,65.54314453125,0.028582579901479634
2020-05-04,71.05060577392578,71.17905690592906,69.3928561586041,70.08358701405723,133568000,0.014148814214894223,0.01404965398162122,67.55927448272705,65.4467333984375,0.028078087796126045
2020-05-05,72.11699676513672,72.95071986963468,71.36567557958281,71.51109377618626,147751200,0.015008893725748873,0.014897374746740204,67.98449745178223,65.44372833251953,0.021515774851399883
2020-05-06,72.86104583740234,73.49360499399509,72.43448777558325,72.81984118068168,142333600,0.010317249825152475,0.010264390269121243,68.48376159667968,65.50456100463867,0.0210997004158306
2020-05-07,73.61478424072266,73.9613663577404,73.18580760432597,73.48875908671029,115215200,0.010344874886950794,0.01029173285298244,68.94024887084962,65.55831634521485,0.020686966319814596
2020-05-08,75.36695098876953,75.42041508755761,73.9477309492938,74.27580576384341,133838400,0.02380183228299959,0.02352298472815964,69.46107749938965,65.73984252929688,0.021032212853358927
2020-05-11,76.5528793334961,77.04862926819315,74.66463023297625,74.8736289600459,145946400,0.015735389705539227,0.01561287203185985,69.9774616241455,65.94586349487305,0.020933557910821785
2020-05-12,75.6780014038086,77.6901839023614,75.55649278090975,77.23816796870288,162301200,-0.011428413108750202,-0.011494219275639754,70.28287353515626,66.01102478027343,0.018695228569686837
2020-05-13,74.7642593383789,76.78130706727246,73.68526209938001,75.85783701982658,200622400,-0.012074077651100579,-0.012147561424869929,70.5743465423584,66.10391098022461,0.018818520040327802
2020-05-14,75.22354888916016,75.28430319136068,73.27697867344054,74.00117262553755,158929200,0.0061431699430409825,0.006124377598340015,70.86139755249023,66.14093322753907,0.018804125386243965
2020-05-15,74.77883911132812,74.82501298410193,72.95620965856679,72.9902356348415,166348400,-0.005911842559931602,-0.005929386680717474,71.17335166931153,66.21666107177734,0.01849999990255659
2020-05-18,76.54072570800781,76.91497442156756,75.41312930756065,76.10573008655975,135178400,0.02356129912710525,0.023288015998567117,71.64453392028808,66.34648223876952,0.01795828741862517
2020-05-19,76.09842681884766,77.40585342154391,76.0668333890782,76.55772557449362,101729600,-0.0057786085129041265,-0.005795369271507948,72.19733085632325,66.57826522827149,0.015952108208598676
2020-05-20,77.57842254638672,77.6488922301891,76.91984026254961,76.95872392411307,111504800,0.019448440518516907,0.01926173645140796,72.73045616149902,66.74672668457032,0.015438930181030347
2020-05-21,77.0000228881836,77.98181472796601,76.76186329555514,77.43988355018321,102688800,-0.007455676968132208,-0.007483609451311456,73.24762687683105,66.95165634155273,0.015598112896237925
2020-05-22,77.49578094482422,77.57840592683334,76.6354977307433,76.73756083121987,81803200,0.006438414406195081,0.006417776353022073,73.69336853027343,67.29834571838379,0.014753172008745818
2020-05-26,76.97087097167969,78.79592582486933,76.91497432363046,78.61609539871866,125522000,-0.006773400651556183,-0.006796444244354413,74.11044044494629,67.49038017272949,0.014993475131874935
2020-05-27,77.30621337890625,77.45202521130052,76.0862694610132,76.82747651889329,112945200,0.004356744350079378,0.004347281215097445,74.59990158081055,67.86245819091796,0.014077640949634174
2020-05-28,77.3402328491211,78.60149285636655,76.70352889805483,76.9805646816368,133560800,0.0004400612671080495,0.00043996446854580257,74.98018341064453,68.18359375,0.012733303884766916
2020-05-29,77.26490020751953,78.04498345448154,76.9076645757953,77.58325219172917,153532400,-0.0009740420842606623,-0.0009745167715202294,75.2831428527832,68.53322715759278,0.012235842095341959
2020-06-01,78.21511840820312,78.33662705652523,77.08751459195024,77.21874600870194,80791200,0.012298187121597026,0.01222317877002894,75.69093132019043,68.9110260772705,0.01137848662094801
